name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Paris, France",2007-07-06,71.2,58.6,63.7,71.2,58.6,63.7,50.4,64.5,0.003,100,8.33,rain,0,0,30.9,15.2,250.2,1014.8,79.7,12.4,,,,,2007-07-06T05:54:23,2007-07-06T21:55:50,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-07-07,71.3,57.4,63.5,71.3,57.4,63.5,47.5,56.9,0,0,0,,0,0,17.9,7.2,280.3,1018.2,67.3,15.9,,,,,2007-07-07T05:55:11,2007-07-07T21:55:20,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-07-08,68.7,57.3,61.3,68.7,57.3,61.3,49.9,67.8,0.105,100,16.67,rain,0,0,23.9,14.3,352.3,1017.7,76.6,13.1,,,,,2007-07-08T05:56:01,2007-07-08T21:54:48,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-07-09,62.8,52.2,57.1,62.8,52.2,57.1,50.7,80.3,0.28,100,45.83,rain,0,0,26.1,9.1,256.2,1015.7,64.2,10.1,,,,,2007-07-09T05:56:53,2007-07-09T21:54:13,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07149099999,07156099999,07146099999,07145099999,07157099999,07147099999,07150099999"
"Paris, France",2007-07-10,63.2,52.9,57.1,63.2,52.9,57.1,50.3,78.4,0.056,100,37.5,rain,0,0,19.8,9.7,236.4,1014.4,73.4,11.1,,,,,2007-07-10T05:57:47,2007-07-10T21:53:36,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07149099999,07156099999,07146099999,07145099999,07157099999,07147099999,07150099999"
"Paris, France",2007-07-11,68.6,55.6,61.4,68.6,55.6,61.4,51.1,70.3,0,0,0,,0,0,23.5,11.3,261.9,1016.2,70.2,12.7,,,,,2007-07-11T05:58:42,2007-07-11T21:52:56,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-07-12,69.8,55.3,62.6,69.8,55.3,62.6,55.1,76.7,0.023,100,4.17,rain,0,0,22.3,10.1,232.5,1018.5,77.8,11.9,,,,,2007-07-12T05:59:39,2007-07-12T21:52:13,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-07-13,85.2,60.6,72.6,84.3,60.6,72.6,59.3,66.7,0.001,100,4.17,rain,0,0,30.1,11.9,183.8,1015.6,41.6,12,,,,,2007-07-13T06:00:38,2007-07-13T21:51:28,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-07-14,86.3,66.3,75.4,86,66.3,75.5,60.3,60.9,0,0,0,,0,0,20.3,7.2,190.6,1013.7,36.7,14.3,,,,,2007-07-14T06:01:38,2007-07-14T21:50:40,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-07-15,91.3,64.9,77.3,90.9,64.9,77,59.1,57.3,0.002,100,8.33,rain,0,0,28.9,14.2,170.5,1011.1,31.6,11.3,,,,,2007-07-15T06:02:40,2007-07-15T21:49:50,0.03,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"07149099999,07156099999,07146099999,07145099999,07157099999,07147099999,07150099999"
"Paris, France",2007-07-16,77.9,62,71.4,77.9,62,71.4,60,68.7,0.583,100,50,rain,0,0,29.6,12.1,226.4,1011.5,71.2,10.1,,,,,2007-07-16T06:03:44,2007-07-16T21:48:57,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"07149099999,07156099999,07146099999,07145099999,07157099999,07147099999,07150099999"
"Paris, France",2007-07-17,77.1,57.3,67.1,77.1,57.3,67.1,54,67.5,0.004,100,16.67,rain,0,0,27.1,14.2,218.1,1017.1,40.2,10.8,,,,,2007-07-17T06:04:48,2007-07-17T21:48:02,0.09,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-07-18,77.2,61.7,69.3,77.2,61.7,69.3,49.8,51.5,0,0,0,,0,0,21.9,9.2,253.3,1019.3,38.9,14,,,,,2007-07-18T06:05:55,2007-07-18T21:47:04,0.13,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-07-19,79.7,61.4,71.1,79.7,61.4,71.1,53.9,55.7,0,0,0,,0,0,16.1,10.1,41,1016.7,36.9,13.7,,,,,2007-07-19T06:07:02,2007-07-19T21:46:04,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07145099999,07157099999,07147099999,07150099999"
"Paris, France",2007-07-20,73.6,62.2,67.8,73.6,62.2,67.8,55.6,66.6,0.004,100,16.67,rain,0,0,28.9,14.7,241.3,1014,58.2,12.3,,,,,2007-07-20T06:08:11,2007-07-20T21:45:02,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-07-21,73,56.2,64.3,73,56.2,64.3,48.5,58.8,0.001,100,4.17,rain,0,0,29.5,10.2,222.8,1016.2,51.9,15.7,,,,,2007-07-21T06:09:21,2007-07-21T21:43:58,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-07-22,72.7,54.8,63.9,72.7,54.8,63.9,49.8,62.1,0,0,0,,0,0,27.5,11.9,205,1013,41.4,15,,,,,2007-07-22T06:10:32,2007-07-22T21:42:51,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-07-23,67.2,59,62.2,67.2,59,62.2,55.5,79.5,0.593,100,54.17,rain,0,0,35.1,16.7,178,1000.4,78.2,14.3,,,,,2007-07-23T06:11:44,2007-07-23T21:41:42,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-07-24,72.5,58.1,64.4,72.5,58.1,64.4,53.9,71.1,0.028,100,16.67,rain,0,0,27.5,12.4,260.6,1008,64.1,12.9,,,,,2007-07-24T06:12:57,2007-07-24T21:40:31,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"07149099999,07156099999,07146099999,07145099999,07157099999,07147099999,07150099999"
"Paris, France",2007-07-25,75.6,55.8,65.7,75.6,55.8,65.7,53.4,67.2,0,0,0,,0,0,23.9,11.8,213.7,1016.1,29.5,10.9,,,,,2007-07-25T06:14:11,2007-07-25T21:39:18,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-07-26,76.9,59,67.8,76.9,59,67.8,55.3,65.7,0,0,0,,0,0,33.2,15,212.4,1012.5,53.2,15.5,,,,,2007-07-26T06:15:26,2007-07-26T21:38:03,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-07-27,73,60.4,66.8,73,60.4,66.8,56.5,69.8,0.002,100,4.17,rain,0,0,30.9,12.5,225.1,1015.3,70.5,13.7,,,,,2007-07-27T06:16:42,2007-07-27T21:36:46,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"07149099999,07156099999,07146099999,07145099999,07157099999,07147099999,07150099999"
"Paris, France",2007-07-28,70.8,63.7,67.7,70.8,63.7,67.7,55.7,66.4,0.064,100,8.33,rain,0,0,28.1,14.3,252.4,1017.1,80.4,15.3,,,,,2007-07-28T06:17:59,2007-07-28T21:35:27,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-07-29,69.4,60.6,64.7,69.4,60.6,64.7,56.3,74.7,0.112,100,20.83,rain,0,0,39.6,15.6,263.1,1016,74.7,13.8,,,,,2007-07-29T06:19:16,2007-07-29T21:34:06,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-07-30,70.8,54.3,62.3,70.8,54.3,62.3,46.7,60.4,0,0,0,,0,0,22.9,9.6,327,1020.1,27.3,13.2,,,,,2007-07-30T06:20:35,2007-07-30T21:32:43,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-07-31,71.6,51.9,63,71.6,51.9,63,44.1,52.9,0,0,0,,0,0,18.7,7.9,54.6,1019.9,21.4,14.2,,,,,2007-07-31T06:21:53,2007-07-31T21:31:18,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-08-01,80.6,55.1,68.1,79.8,55.1,68,46.9,47.9,0,0,0,,0,0,21.7,8.3,87,1013,42,14.8,,,,,2007-08-01T06:23:13,2007-08-01T21:29:52,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-08-02,72.4,59.8,66.4,72.4,59.8,66.4,53.9,65.5,0.054,100,20.83,rain,0,0,25.8,9.8,291,1012.2,67.5,11,,,,,2007-08-02T06:24:33,2007-08-02T21:28:23,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-08-03,75.8,58,65.9,75.8,58,65.9,52.1,63.4,0,0,0,,0,0,14.2,4.9,287.5,1021.8,57.4,11.4,,,,,2007-08-03T06:25:53,2007-08-03T21:26:53,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-08-04,82.6,58.2,71.1,81.8,58.2,71,53.3,56.1,0,0,0,,0,0,16.2,7.2,117.8,1022.6,3.7,14.7,,,,,2007-08-04T06:27:15,2007-08-04T21:25:22,0.69,Clear,Clear conditions throughout the day.,clear-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-08-05,91.2,62.7,77.2,89.1,62.7,76.6,55.4,49.9,0,0,0,,0,0,23.9,11.7,152.9,1012.8,3.3,17.8,,,,,2007-08-05T06:28:36,2007-08-05T21:23:48,0.75,Clear,Clear conditions throughout the day.,clear-day,"07149099999,07156099999,07146099999,07145099999,07157099999,07147099999,07150099999"
"Paris, France",2007-08-06,74.4,62,66.7,74.4,62,66.7,58.7,76.7,0.267,100,20.83,rain,0,0,23.2,11.3,273.1,1010.8,70.8,12.1,,,,,2007-08-06T06:29:58,2007-08-06T21:22:13,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"07149099999,07156099999,07146099999,07145099999,07157099999,07147099999,07150099999"
"Paris, France",2007-08-07,72.2,55.2,63.5,72.2,55.2,63.5,51.2,66.4,0.039,100,12.5,rain,0,0,19.3,13,318.2,1015.3,41.4,13.5,,,,,2007-08-07T06:31:20,2007-08-07T21:20:37,0.8,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-08-08,62.7,55.5,58.8,62.7,55.5,58.8,54.5,85.8,2.117,100,70.83,rain,0,0,31.8,11.5,319.7,1016.3,85.9,7.6,,,,,2007-08-08T06:32:43,2007-08-08T21:18:59,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-08-09,65,54.3,59.8,65,54.3,59.8,49.1,68.4,0,0,0,,0,0,34,13.8,331.1,1018.4,75.5,12.9,,,,,2007-08-09T06:34:06,2007-08-09T21:17:19,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-08-10,64.3,56.7,60.7,64.3,56.7,60.7,55.1,82,0.006,100,16.67,rain,0,0,23.5,11.6,338.4,1016.8,99.4,8.6,,,,,2007-08-10T06:35:29,2007-08-10T21:15:39,0.91,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-08-11,70.4,60.5,65,70.4,60.5,65,57.3,76.4,0,0,0,,0,0,13.3,6.9,358.7,1015.3,93.1,6.5,,,,,2007-08-11T06:36:53,2007-08-11T21:13:56,0.94,Overcast,Cloudy skies throughout the day.,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-08-12,75.8,58.7,65.9,75.8,58.7,65.9,59.1,80.2,0.298,100,8.33,rain,0,0,27.8,7.3,240.6,1011.3,63.2,5.9,,,,,2007-08-12T06:38:17,2007-08-12T21:12:13,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-08-13,72.3,56.9,64.9,72.3,56.9,64.9,51.4,63.9,0.006,100,4.17,rain,0,0,19.7,8.8,257.4,1013,50.7,13.3,,,,,2007-08-13T06:39:41,2007-08-13T21:10:28,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-08-14,75.1,57.2,65.3,75.1,57.2,65.3,55.1,71.2,0.149,100,29.17,rain,0,0,38,15.4,183.4,1009.3,75,14,,,,,2007-08-14T06:41:05,2007-08-14T21:08:42,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07149099999,07156099999,07146099999,07145099999,07157099999,07147099999,07150099999"
"Paris, France",2007-08-15,69.3,64.1,67.2,69.3,64.1,67.2,63.4,87.6,0.086,100,45.83,rain,0,0,40.3,14.1,199.8,1004.4,94.6,9.8,,,,,2007-08-15T06:42:29,2007-08-15T21:06:54,0.08,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07149099999,07156099999,07146099999,07145099999,07157099999,07147099999,07150099999"
"Paris, France",2007-08-16,68.8,57.7,62.5,68.8,57.7,62.5,53.6,73.4,0.028,100,20.83,rain,0,0,30.4,14.2,239.6,1011.7,60.6,15,,,,,2007-08-16T06:43:54,2007-08-16T21:05:06,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-08-17,67.6,55.6,61.3,67.6,55.6,61.3,48.9,65.2,0,0,0,,0,0,23.3,12.1,249.3,1019.4,59.8,16.7,,,,,2007-08-17T06:45:18,2007-08-17T21:03:16,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-08-18,70.2,53,62.5,70.2,53,62.5,50.2,66.1,0.001,100,4.17,rain,0,0,21.6,10,192.2,1016.1,48.1,16.2,,,,,2007-08-18T06:46:43,2007-08-18T21:01:25,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-08-19,67.7,57.8,62,67.7,57.8,62,55.4,79.7,0.219,100,37.5,rain,0,0,33.3,14.2,228.8,1008.9,81.5,15.4,,,,,2007-08-19T06:48:08,2007-08-19T20:59:34,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-08-20,65.4,55,58.7,65.4,55,58.7,52.1,79.6,0.108,100,25,rain,0,0,21.9,11.9,228.5,1007.2,92.2,11.4,,,,,2007-08-20T06:49:32,2007-08-20T20:57:41,0.24,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-08-21,71.8,54.1,62.5,71.8,54.1,62.5,53.4,73.5,0.001,100,4.17,rain,0,0,18.3,9,21.7,1007.7,58.7,11.9,,,,,2007-08-21T06:50:57,2007-08-21T20:55:47,0.25,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-08-22,66,60.4,62.3,66,60.4,62.3,59.6,91.1,1.365,100,75,rain,0,0,24,12.2,315.5,1007.3,91.4,4.8,,,,,2007-08-22T06:52:22,2007-08-22T20:53:52,0.31,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-08-23,66.5,60.5,62.6,66.5,60.5,62.6,60.4,92.8,0.669,100,66.67,rain,0,0,18.7,9.8,351.1,1010.7,94.2,4.3,,,,,2007-08-23T06:53:47,2007-08-23T20:51:56,0.34,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07149099999,07156099999,07146099999,07145099999,07157099999,07147099999,07150099999"
"Paris, France",2007-08-24,69.9,61.8,64.9,69.9,61.8,64.9,61.1,87.9,0.046,100,20.83,rain,0,0,11.4,5.2,343.7,1021.1,79.9,6.4,,,,,2007-08-24T06:55:12,2007-08-24T20:50:00,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-08-25,76.7,58.9,65.9,76.7,58.9,65.9,59.9,83,0.009,100,16.67,rain,0,0,12.8,6.9,358.7,1028.3,25.3,7.5,,,,,2007-08-25T06:56:37,2007-08-25T20:48:02,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-08-26,78.1,59.4,68.5,78.1,59.4,68.5,60.1,76.8,0.002,100,8.33,rain,0,0,19.4,11,14.6,1027.2,24.1,7.4,,,,,2007-08-26T06:58:02,2007-08-26T20:46:04,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-08-27,72.1,57.4,65,72.1,57.4,65,53.2,68,0,0,0,,0,0,21,11.3,20.9,1023.5,25.8,11.1,,,,,2007-08-27T06:59:27,2007-08-27T20:44:05,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-08-28,70.2,54.8,61.8,70.2,54.8,61.8,50.2,66.7,0,0,0,,0,0,26.4,18.3,31.7,1019.8,50.1,13.1,,,,,2007-08-28T07:00:52,2007-08-28T20:42:06,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"07149099999,07156099999,07146099999,07145099999,07157099999,07147099999,07150099999,07057099999,07055099999"
"Paris, France",2007-08-29,68,52.1,60.7,68,52.1,60.7,45,57.9,0,0,0,,0,0,35.1,17.9,18.8,1016.3,39.4,12,,,,,2007-08-29T07:02:17,2007-08-29T20:40:05,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07145099999,07153099999,07157099999,07147099999,07150099999,07057099999,07055099999"
"Paris, France",2007-08-30,69.4,50.9,60.5,69.4,50.9,60.5,46.4,61.1,0,0,0,,0,0,24,11.5,348.1,1020.8,33.3,12.6,,,,,2007-08-30T07:03:42,2007-08-30T20:38:04,0.57,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-08-31,68.5,60.7,64.1,68.5,60.7,64.1,54.1,70.8,0,0,0,,0,0,21.8,11.6,307.2,1022.5,91.9,11.9,,,,,2007-08-31T07:05:07,2007-08-31T20:36:02,0.61,Overcast,Cloudy skies throughout the day.,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-09-01,69.4,60.2,64,69.4,60.2,64,55.8,75.2,0,0,0,,0,0,17.9,7.2,283.3,1022.4,83.9,12,,,,,2007-09-01T07:06:32,2007-09-01T20:34:00,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-09-02,69,59.8,63.7,69,59.8,63.7,54.1,72.1,0,0,0,,0,0,19.7,9.9,285.2,1020.3,72.5,11.5,,,,,2007-09-02T07:07:57,2007-09-02T20:31:57,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-09-03,63.6,57.1,60.6,63.6,57.1,60.6,50.7,71.2,0.064,100,12.5,rain,0,0,27.3,14.6,305.2,1018,75.1,13.1,,,,,2007-09-03T07:09:22,2007-09-03T20:29:53,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-09-04,64.3,49.9,57.6,64.3,47.3,57.5,42.9,59.9,0,0,0,,0,0,30.2,14.1,356.7,1025.6,20.7,14.4,,,,,2007-09-04T07:10:47,2007-09-04T20:27:49,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07145099999,07153099999,07157099999,07147099999,07150099999,07057099999"
"Paris, France",2007-09-05,66.8,48.6,58.4,66.8,46.7,58.3,45.3,63.2,0,0,0,,0,0,18.2,7.7,345.2,1030.2,39,13.8,,,,,2007-09-05T07:12:12,2007-09-05T20:25:45,0.78,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999,07055099999"
"Paris, France",2007-09-06,69.9,60,64.1,69.9,60,64.1,57.8,80.2,0.016,100,12.5,rain,0,0,24.2,11.3,356.5,1028.7,80.5,7.3,,,,,2007-09-06T07:13:37,2007-09-06T20:23:40,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-09-07,70.1,60.3,64.4,70.1,60.3,64.4,55.1,72.9,0,0,0,,0,0,25.4,12.4,18.7,1028.8,89,9.2,,,,,2007-09-07T07:15:02,2007-09-07T20:21:35,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-09-08,73.7,55.6,65.2,73.7,55.6,65.2,53.6,68,0,0,0,,0,0,19.8,9.2,16.8,1025.9,34.4,12.6,,,,,2007-09-08T07:16:27,2007-09-08T20:19:29,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07145099999,07157099999,07147099999,07150099999"
"Paris, France",2007-09-09,68.5,58.7,63.3,68.5,58.7,63.3,52.8,70.3,0.001,100,4.17,rain,0,0,22.3,10.9,7.9,1023,55.2,10.8,,,,,2007-09-09T07:17:52,2007-09-09T20:17:23,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-09-10,67.1,53.2,60.6,67.1,53.2,60.6,50.8,70.6,0.001,100,4.17,rain,0,0,22.2,11.7,290.3,1020.4,50.6,13.3,,,,,2007-09-10T07:19:17,2007-09-10T20:15:17,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-09-11,64.4,52.1,59.3,64.4,52.1,59.3,48.2,67.9,0.001,100,4.17,rain,0,0,18.1,9.3,0.2,1023.4,42.6,11.6,,,,,2007-09-11T07:20:42,2007-09-11T20:13:10,0,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-09-12,67,51.3,59.2,67,51.3,59.2,48.5,69.4,0.002,100,4.17,rain,0,0,22,10,20.6,1026.1,17,12,,,,,2007-09-12T07:22:07,2007-09-12T20:11:03,0.03,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"07149099999,07156099999,07146099999,07145099999,07157099999,07147099999,07150099999"
"Paris, France",2007-09-13,71.6,51.9,61.7,71.6,51.9,61.7,47.9,62,0,0,0,,0,0,20.3,9.3,47.4,1022.9,3.8,12.1,,,,,2007-09-13T07:23:32,2007-09-13T20:08:56,0.06,Clear,Clear conditions throughout the day.,clear-day,"07149099999,07156099999,07146099999,07145099999,07157099999,07147099999,07150099999"
"Paris, France",2007-09-14,72.1,53.1,62.9,72.1,53.1,62.9,49.9,64.3,0.003,100,12.5,rain,0,0,18.6,11.2,306.9,1020.5,22.3,11.1,,,,,2007-09-14T07:24:57,2007-09-14T20:06:48,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-09-15,72.2,58.8,64.1,72.2,58.8,64.1,54,70.8,0,0,0,,0,0,14.8,8.5,335.7,1023.8,59.7,9,,,,,2007-09-15T07:26:22,2007-09-15T20:04:41,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-09-16,78.5,54.5,66,78.5,54.5,66,52.1,64.5,0,0,0,,0,0,24.6,10,197.7,1017,17.4,11.1,,,,,2007-09-16T07:27:47,2007-09-16T20:02:33,0.16,Clear,Clear conditions throughout the day.,clear-day,"07149099999,07156099999,07146099999,07145099999,07157099999,07147099999,07150099999"
"Paris, France",2007-09-17,69.7,53.1,62,69.7,53.1,62,52.4,72.1,0.035,100,8.33,rain,0,0,25.4,14.2,278.4,1011.1,70.7,10.2,,,,,2007-09-17T07:29:13,2007-09-17T20:00:25,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2007-09-18,58.5,51.1,54.6,58.5,51.1,54.6,46.1,73.9,0.017,100,12.5,rain,0,0,28.1,11.8,328.5,1019.8,60.1,10.3,,,,,2007-09-18T07:30:38,2007-09-18T19:58:17,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"07149099999,07156099999,07146099999,07145099999,07157099999,07147099999,07150099999"
